datum,zz_kod,zz_nazev,kraj_nuts_kod,kraj_nazev,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_hfno_cpap_kapacita_volna_covid_pozitivni,luzka_hfno_cpap_kapacita_volna_covid_negativni,luzka_hfno_cpap_kapacita_celkem,luzka_upv_niv_kapacita_volna_covid_pozitivni,luzka_upv_niv_kapacita_volna_covid_negativni,luzka_upv_niv_kapacita_celkem,ecmo_kapacita_volna,ecmo_kapacita_celkem,cvvhd_kapacita_volna,cvvhd_kapacita_celkem,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem
2021-08-29,59001000,"KZ, a.s., Masarykova nem. Ústí n. L., o.z.",CZ042,"Ústecký kraj",57,35,514,2,2,18,2,9,43,3,3,8,12,21,21,29,29
2021-08-29,51100000,"KZ, a.s., Nemocnice Děčín, o.z.",CZ042,"Ústecký kraj",15,0,25,14,0,17,3,0,6,,,,,1,1,,
2021-08-29,58101000,"KZ, a.s., Nemocnice Teplice, o.z.",CZ042,"Ústecký kraj",0,140,253,0,2,21,0,4,23,,,0,2,5,5,8,12
2021-08-29,57001000,"KZ, a.s., Nemocnice Most, o.z.",CZ042,"Ústecký kraj",0,44,134,0,15,15,0,5,10,,,2,2,3,3,21,21
2021-08-29,52110000,"KZ, a.s., Nemocnice Chomutov, o.z.",CZ042,"Ústecký kraj",0,20,131,29,0,29,0,3,15,,,1,2,3,3,10,10
2021-08-29,58102000,"VITA, s.r.o., Městská nemocnice Duchcov",CZ042,"Ústecký kraj",0,3,21,,,,,,,,,,,1,1,0,1
2021-08-29,51300000,"Lužická nemocnice a poliklinika, a.s.",CZ042,"Ústecký kraj",,,,,,,,,,,,,,,,,
2021-08-29,56007000,"Nemocnice Žatec, o.p.s.",CZ042,"Ústecký kraj",0,20,55,0,9,9,0,3,3,,,,,4,4,0,4
2021-08-29,53201000,"Nemocnice Jablonec nad Nisou, p.o.",CZ051,"Liberecký kraj",0,58,159,0,14,16,0,10,10,,,,,,,,
2021-08-29,67102000,"MMN, a.s., Nemocnice Jilemnice",CZ051,"Liberecký kraj",11,50,121,,,,3,0,3,,,,,1,11,,
2021-08-29,67102000,"MMN, a.s., Nemocnice Semily",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-08-29,50100000,"Nemocnice s poliklinikou Česká Lípa, a.s.",CZ051,"Liberecký kraj",11,0,20,3,0,5,0,3,15,,,1,2,6,6,15,15
2021-08-29,54100000,"Krajská nemocnice Liberec, a.s.",CZ051,"Liberecký kraj",5,130,351,2,0,6,0,5,50,2,2,2,7,6,6,31,31
2021-08-29,67104000,"Krajská nemocnice Liberec, a.s., Nemocnice Turnov",CZ051,"Liberecký kraj",0,26,110,1,0,2,1,0,7,,,1,1,,,0,3
2021-08-29,53286000,"Nemocnice Tanvald, s.r.o.",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-08-29,61004000,"Fakultní nemocnice Hradec Králové",CZ052,"Královéhradecký kraj",2,15,1202,2,2,17,1,9,70,5,7,10,12,23,60,20,30
2021-08-29,69002000,"Městská nemocnice, a.s.",CZ052,"Královéhradecký kraj",0,17,36,0,2,8,0,2,2,,,,,,,,
2021-08-29,64001000,"Oblastní nemocnice Náchod a.s.",CZ052,"Královéhradecký kraj",4,68,203,1,1,25,1,1,20,,,2,3,3,3,7,7
2021-08-29,64001000,"ON Náchod a.s., Nemocnice Rychnov nad Kněžnou",CZ052,"Královéhradecký kraj",6,1,55,6,2,16,1,2,11,,,2,2,3,3,2,4
2021-08-29,69001000,"Oblastní nemocnice Trutnov a.s.",CZ052,"Královéhradecký kraj",0,25,131,0,0,23,1,4,19,,,1,1,2,2,6,6
2021-08-29,63101000,"Oblastní nemocnice Jičín a.s.",CZ052,"Královéhradecký kraj",0,53,161,6,0,6,1,2,9,,,1,1,4,4,5,5
2021-08-29,61303000,"První privátní chirurgické centrum, spol. s r.o.",CZ052,"Královéhradecký kraj",0,4,4,,,,,,,,,,,,,4,4
2021-08-29,69003000,"Nemocnice Vrchlabí, s.r.o.",CZ052,"Královéhradecký kraj",0,10,16,4,0,4,2,0,5,,,1,1,2,2,3,3
2021-08-29,65001000,"Nem. Pardubického kraje, a.s., Pardubická nem.",CZ053,"Pardubický kraj",4,120,480,4,6,26,2,4,19,0,0,5,5,6,6,27,27
2021-08-29,62001000,"Nem. Pardubického kraje, a.s., Chrudimská nem.",CZ053,"Pardubický kraj",12,20,110,10,8,18,3,3,10,,,1,1,1,1,6,6
2021-08-29,68001000,"Nem. Pardubického kraje, a.s., Svitavská nem.",CZ053,"Pardubický kraj",0,14,64,0,2,10,0,3,6,,,2,3,1,1,0,5
2021-08-29,68002000,"Nem. Pardubického kraje, a.s., Litomyšlská nem.",CZ053,"Pardubický kraj",16,24,40,7,0,8,7,3,10,,,2,2,2,2,3,3
2021-08-29,70001000,"Nem. Pardubického kraje, a.s., Orlickoústecká nem.",CZ053,"Pardubický kraj",10,68,150,6,0,6,1,3,12,,,2,2,2,2,1,1
2021-08-29,84427000,"Nemocnice sv. Zdislavy, a.s.",CZ063,"Kraj Vysočina",10,0,10,,,,2,0,2,,,,,,,0,0
2021-08-29,35001000,"Nemocnice Pelhřimov, příspěvková organizace",CZ063,"Kraj Vysočina",2,98,199,9,0,9,6,0,9,,,2,2,,,0,0
2021-08-29,79001000,"Nemocnice Třebíč, příspěvková organizace",CZ063,"Kraj Vysočina",9,128,345,1,7,8,1,7,11,,,3,3,6,6,4,6
2021-08-29,76001000,"Nemocnice Jihlava, příspěvková organizace",CZ063,"Kraj Vysočina",22,158,439,1,9,12,1,13,34,,,2,2,5,5,17,26
2021-08-29,60001000,"Nemocnice Havlíčkův Brod, příspěvková organizace",CZ063,"Kraj Vysočina",21,35,190,1,1,2,2,1,9,,,1,2,2,2,12,12
2021-08-29,84231000,"Nemocnice Nové Město na Moravě, p.o.",CZ063,"Kraj Vysočina",13,30,300,3,5,10,4,4,14,,,2,2,2,2,2,2
2021-08-29,72933000,"Úrazová nemocnice v Brně",CZ064,"Jihomoravský kraj",0,60,145,0,8,17,0,3,9,,,3,3,2,2,8,8
2021-08-29,72932000,"Centrum kardiovaskulární a transplantační chirurgie Brno",CZ064,"Jihomoravský kraj",0,17,41,,,,0,2,22,5,6,4,5,4,4,4,4
2021-08-29,72100000,"Fakultní nemocnice Brno",CZ064,"Jihomoravský kraj",25,242,798,5,17,23,6,27,50,2,2,4,4,13,13,25,25
2021-08-29,83001000,"Nemocnice Znojmo, příspěvková organizace",CZ064,"Jihomoravský kraj",30,48,200,15,8,25,2,6,15,,,2,2,5,5,8,8
2021-08-29,81001000,"Nemocnice Vyškov, příspěvková organizace",CZ064,"Jihomoravský kraj",6,36,46,10,3,13,0,2,7,,,1,3,2,2,7,7
2021-08-29,73003000,"Nemocnice Ivančice, příspěvková organizace",CZ064,"Jihomoravský kraj",0,5,38,0,0,0,0,0,10,,,,,2,2,2,2
2021-08-29,72931000,"Masarykův onkologický ústav",CZ064,"Jihomoravský kraj",20,0,20,,,,2,0,2,,,0,1,1,2,0,7
2021-08-29,72048000,"Nemocnice Milosrdných bratří, příspěvková org.",CZ064,"Jihomoravský kraj",15,11,70,10,9,19,0,2,7,,,2,2,1,1,4,4
2021-08-29,72001000,"Fakultní nemocnice u sv. Anny v Brně",CZ064,"Jihomoravský kraj",10,66,392,2,10,36,1,14,28,3,3,4,6,10,10,30,30
2021-08-29,71113000,"Nemocnice Boskovice, s.r.o.",CZ064,"Jihomoravský kraj",0,64,154,0,4,9,0,2,5,,,0,1,2,2,5,5
2021-08-29,74001000,"Nemocnice Břeclav, příspěvková organizace",CZ064,"Jihomoravský kraj",14,85,100,5,5,10,6,6,14,,,3,6,2,2,6,6
2021-08-29,71101000,"Nemocnice Blansko",CZ064,"Jihomoravský kraj",10,26,65,7,0,7,5,0,5,,,,,1,1,1,1
2021-08-29,72037000,"Vojenská nemocnice Brno",CZ064,"Jihomoravský kraj",0,3,114,0,0,11,0,2,9,,,,,,,,
2021-08-29,75001000,"Nemocnice TGM Hodonín, příspěvková organizace",CZ064,"Jihomoravský kraj",5,3,58,5,0,5,2,3,13,,,2,2,,,2,5
2021-08-29,75002000,"Nemocnice Kyjov, příspěvková organizace",CZ064,"Jihomoravský kraj",14,146,336,12,0,12,2,0,6,,,2,2,1,1,,
2021-08-29,72186000,"SurGal Clinic s.r.o.",CZ064,"Jihomoravský kraj",6,2,8,5,0,5,4,0,4,,,,,1,1,2,2
2021-08-29,89301000,"Fakultní nemocnice Olomouc",CZ071,"Olomoucký kraj",0,137,584,0,13,15,0,25,65,4,4,3,4,12,13,20,27
2021-08-29,78006000,"SMN a.s., Nemocnice Prostějov",CZ071,"Olomoucký kraj",10,150,280,,,,1,4,24,,,2,2,2,2,6,6
2021-08-29,78006000,"SMN a.s., Nemocnice Šternberk",CZ071,"Olomoucký kraj",15,13,114,1,1,3,1,2,8,,,1,1,2,2,6,6
2021-08-29,78006000,"SMN a.s., Nemocnice Přerov",CZ071,"Olomoucký kraj",1,32,199,0,0,11,1,1,8,,,2,2,2,2,6,6
2021-08-29,92002000,"Nemocnice Hranice a.s.",CZ071,"Olomoucký kraj",18,36,115,1,8,10,2,4,7,,,,,2,2,4,4
2021-08-29,93201000,"Nemocnice Šumperk a.s.",CZ071,"Olomoucký kraj",7,42,190,0,0,0,4,3,18,,,3,3,1,2,2,8
2021-08-29,95202000,"Jesenická nemocnice a.s.",CZ071,"Olomoucký kraj",6,0,6,0,0,0,1,0,1,,,1,1,1,1,2,3
2021-08-29,89903000,"Vojenská nemocnice Olomouc",CZ071,"Olomoucký kraj",2,11,35,0,2,2,1,1,12,,,2,2,2,2,4,4
2021-08-29,94101000,"Vsetínská nemocnice a.s.",CZ072,"Zlínský kraj",10,0,10,7,0,7,1,3,18,,,2,2,3,3,6,6
2021-08-29,82002000,"EUC Klinika Zlín a.s.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,,,,
2021-08-29,77001000,"Kroměřížská nemocnice a.s.",CZ072,"Zlínský kraj",2,87,246,0,0,12,5,0,13,,,2,2,4,4,8,8
2021-08-29,94102000,"Nemocnice Valašské Meziříčí a.s.",CZ072,"Zlínský kraj",14,4,29,12,0,12,8,0,10,,,0,1,0,1,0,6
2021-08-29,94125000,"ORTHES, spol. s r.o.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,1,1,0,1
2021-08-29,80001000,"Uherskohradišťská nemocnice a.s.",CZ072,"Zlínský kraj",16,20,147,2,2,4,6,6,23,,,4,4,3,3,0,12
2021-08-29,82001000,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj",6,37,250,0,3,9,2,19,37,2,2,5,5,30,36,7,7
2021-08-29,91001000,"Městská nemocnice Ostrava, příspěvková organizace",CZ080,"Moravskoslezský kraj",0,87,300,0,5,5,0,11,43,,,2,3,12,12,25,25
2021-08-29,91009000,"Fakultní nemocnice Ostrava",CZ080,"Moravskoslezský kraj",12,103,724,2,3,33,2,6,107,5,7,3,9,15,15,30,30
2021-08-29,85600000,"Sdružené zdravot. zařízení Krnov, p.o., Nemocnice",CZ080,"Moravskoslezský kraj",0,96,168,0,0,0,0,8,16,,,1,1,2,2,2,4
2021-08-29,85200000,"Podhorská nemocnice a.s.",CZ080,"Moravskoslezský kraj",9,27,65,2,2,7,0,0,2,,,,,0,0,2,2
2021-08-29,91950000,"Vítkovická nemocnice a.s.",CZ080,"Moravskoslezský kraj",4,4,65,0,1,6,0,3,6,,,1,1,2,2,,
2021-08-29,88015000,"Bílovecká nemocnice, a.s.",CZ080,"Moravskoslezský kraj",4,15,30,,,,2,2,6,,,,,4,4,,
2021-08-29,86106000,"Nemocnice Podlesí a.s.",CZ080,"Moravskoslezský kraj",8,22,93,9,0,28,5,11,18,4,4,0,0,,,,
2021-08-29,88005000,"Městská nemocnice v Odrách, příspěvková organizace",CZ080,"Moravskoslezský kraj",2,3,29,,,,,,,,,,,1,1,,
2021-08-29,86102000,"Nemocnice Třinec, příspěvková organizace",CZ080,"Moravskoslezský kraj",17,77,124,7,0,20,4,3,10,,,2,2,3,3,3,3
2021-08-29,86101000,"Nemocnice ve Frýdku-Místku, příspěvková organizace",CZ080,"Moravskoslezský kraj",12,28,321,23,0,23,2,0,24,,,2,2,0,7,,
2021-08-29,88001000,"Nemocnice Nový Jičín a.s.",CZ080,"Moravskoslezský kraj",5,37,230,3,0,4,5,2,28,,,5,5,9,9,10,19
2021-08-29,87001000,"Nemocnice s poliklinikou Karviná-Ráj, p. o.",CZ080,"Moravskoslezský kraj",7,25,83,17,0,20,2,2,14,,,2,2,2,2,5,5
2021-08-29,87004000,"Nemocnice s poliklinikou Havířov, p.o.",CZ080,"Moravskoslezský kraj",2,25,120,3,10,17,3,6,21,,,2,3,4,4,8,8
2021-08-29,87003000,"Bohumínská městská nemocnice, a.s.",CZ080,"Moravskoslezský kraj",8,15,57,5,1,6,1,1,3,,,,,1,1,2,3
2021-08-29,90001000,"Slezská nemocnice v Opavě, příspěvková organizace",CZ080,"Moravskoslezský kraj",70,50,267,5,6,30,4,6,18,,,2,3,3,3,8,8
2021-08-29,87013000,"Karvinská hornická nemocnice a.s.",CZ080,"Moravskoslezský kraj",0,2,139,0,0,6,0,0,8,,,,,1,1,1,3
2021-08-29,99999999,"ETOILE CZ a.s. (NIP)",CZ010,"Hlavní město Praha",0,0,0,,,,2,2,30,,,,,,,,
2021-08-29,99999999,"Nemocnice SWISS MED CLINIC s.r.o (NIP)",CZ032,"Plzeňský kraj",0,0,0,,,,1,2,21,,,,,,,,
2021-08-29,99999999,"NEMOS PLUS s.r.o (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,2,36,,,,,0,3,0,4
2021-08-29,99999999,"Nemocnice Vrchlabí (NIP)",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Nemocnice Tanvald (NIP)",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Chronicare s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,1,16,,,,,1,1,,
2021-08-29,99999999,"Chronicare Nord s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,0,22,,,,,1,2,,
2021-08-29,99999999,"Chronicare Mund s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,0,25,,,,,1,2,,
2021-08-29,99999999,"Vršovická zdravotní a.s. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,0,17,,,,,0,1,,
2021-08-29,99999999,"Vysočinské nemocnice s.r.o. (NIP)",CZ063,"Kraj Vysočina",23,36,254,,,,,,,,,,,,,,
2021-08-29,99999999,"Domov Březiny, p.o. pavilon 3",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"AquaKlim, s.r.o. - pavilon B",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Sanatorium Jablunkov, a.s.",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"NsP Karviná-Ráj, p.o. - pracoviště Orlová",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Lázně Slatinice a.s. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"ADP - SANCO s.r.o. (NIP)",CZ071,"Olomoucký kraj",0,0,0,,,,,,,,,,,,,,
2021-08-29,99999999,"Lázně Teplice nad Bečvou a.s. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"SANATORIUM EDEL s.r.o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Interna Zábřeh, s. r. o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Hospic na Svatém Kopečku (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-08-29,99999999,"Almeda Neratovice",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-08-29,72100000,"Psychiatrická nemocnice Brno (NIP)",CZ064,"Jihomoravský kraj",,,,,,,,,,,,,,,,,
2021-08-29,61853000,"Estrella Health a.s.",CZ010,"Hlavní město Praha",0,0,0,,,,,,,,,,,,,,
2021-08-29,99999999,"Estrella Health a.s. (NIP)",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-08-30,04002000,"Institut klinické a experimentální medicíny",CZ010,"Hlavní město Praha",34,0,185,0,0,24,3,0,19,4,8,6,8,,,17,32
2021-08-30,04004000,"Ústav pro péči o matku a dítě",CZ010,"Hlavní město Praha",0,1,6,,,,1,0,1,,,,,1,1,5,5
2021-08-30,05004000,"Nemocnice Na Homolce",CZ010,"Hlavní město Praha",0,3,7,0,2,2,1,1,8,2,4,3,7,9,12,5,10
2021-08-30,10002000,"Fakultní nemocnice Královské Vinohrady",CZ010,"Hlavní město Praha",1,6,250,1,12,80,1,3,59,3,3,6,14,0,4,15,32
2021-08-30,04005000,"Fakultní Thomayerova nemocnice",CZ010,"Hlavní město Praha",6,109,427,0,1,17,0,1,33,1,1,5,5,9,9,31,31
2021-08-30,08006000,"Fakultní nemocnice Na Bulovce",CZ010,"Hlavní město Praha",28,2,30,101,0,101,4,1,5,3,3,4,4,2,2,12,14
2021-08-30,10714000,"Vršovická zdravotní a.s.",CZ010,"Hlavní město Praha",0,0,16,,,,0,0,17,,,,,0,1,0,0
2021-08-30,01002000,"Nemocnice Milosrdných sester sv.K.Boromejského",CZ010,"Hlavní město Praha",0,5,30,0,1,4,0,4,11,,,1,1,1,8,1,3
2021-08-30,05002000,"Fakultní nemocnice v Motole",CZ010,"Hlavní město Praha",12,108,855,25,10,59,0,12,52,5,7,,,10,10,0,0
2021-08-30,01003000,"Nemocnice Na Františku",CZ010,"Hlavní město Praha",0,4,35,0,1,3,0,0,9,,,,,1,1,,
2021-08-30,02002000,"Ústav hematologie a krevní transfuze",CZ010,"Hlavní město Praha",0,1,32,,,,0,1,2,,,2,2,,,,
2021-08-30,02004000,"Všeobecná fakultní nemocnice v Praze",CZ010,"Hlavní město Praha",10,15,512,5,5,20,4,8,106,7,10,9,22,12,18,12,37
2021-08-30,06051000,"ÚVN - Vojenská fakultní nemocnice Praha",CZ010,"Hlavní město Praha",0,133,311,0,0,15,0,7,40,2,2,4,4,16,16,20,20
2021-08-30,24200000,"Městská nemocnice Čáslav",CZ020,"Středočeský kraj",9,10,72,4,4,8,1,3,4,,,,,1,1,3,3
2021-08-30,22102000,"Nemocnice Slaný",CZ020,"Středočeský kraj",33,27,150,6,6,20,3,4,20,,,1,3,1,1,2,2
2021-08-30,28002000,"PP Hospitals, s.r.o., Nemocnice Brandýs n/L.",CZ020,"Středočeský kraj",0,3,30,0,1,3,0,1,2,,,,,,,1,1
2021-08-30,27002000,"Městská nemocnice Městec Králové a.s.",CZ020,"Středočeský kraj",7,2,9,3,2,5,3,0,3,,,,,,,,
2021-08-30,21001000,"JESSENIA a.s., Rehabilitační  nemocnice Beroun",CZ020,"Středočeský kraj",7,4,51,6,0,8,,,,,,,,,,,
2021-08-30,30531000,"Oblastní nemocnice Příbram, a.s.",CZ020,"Středočeský kraj",15,47,196,12,0,21,1,2,12,,,2,2,4,4,2,6
2021-08-30,20101000,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj",5,72,195,3,2,5,2,3,8,,,0,1,0,3,,
2021-08-30,23101000,"Oblastní nemocnice Kolín, a.s.",CZ020,"Středočeský kraj",19,77,261,3,3,6,1,1,7,,,4,4,5,5,8,8
2021-08-30,23101000,"Oblastní nem. Kolín, a.s., Nemocnice Kutná Hora",CZ020,"Středočeský kraj",2,2,46,0,0,0,0,0,9,,,,,,,,
2021-08-30,26001000,"Oblastní nemocnice Mladá Boleslav, a.s.",CZ020,"Středočeský kraj",15,25,194,7,7,17,1,1,9,,,3,4,2,2,0,6
2021-08-30,22101000,"Oblastní nemocnice Kladno,a.s.",CZ020,"Středočeský kraj",0,88,450,0,3,8,0,5,29,,,1,2,0,5,0,8
2021-08-30,28003000,"Nemocnice Říčany a.s.",CZ020,"Středočeský kraj",15,0,15,2,0,4,,,,,,,,1,1,2,2
2021-08-30,25110000,"Mělnická zdravotní, a.s., Nemocnice Mělník",CZ020,"Středočeský kraj",3,6,70,0,2,5,2,1,5,,,1,1,2,2,3,6
2021-08-30,27001000,"Nemocnice Nymburk s.r.o.",CZ020,"Středočeský kraj",9,5,45,4,0,6,2,1,6,,,,,1,2,2,2
2021-08-30,26007000,"Klinika Dr. Pírka s.r.o.",CZ020,"Středočeský kraj",4,0,11,,,,,,,,,,,,,3,3
2021-08-30,31001000,"Masarykova nemocnice Rakovník s.r.o.",CZ020,"Středočeský kraj",9,3,86,1,0,6,1,1,9,,,1,1,1,1,3,3
2021-08-30,21002000,"NH Hospital a.s., Nemocnice Hořovice",CZ020,"Středočeský kraj",3,15,160,3,3,6,1,1,14,1,1,3,4,2,2,8,8
2021-08-30,32006000,"Nemocnice České Budějovice, a.s.",CZ031,"Jihočeský kraj",13,222,832,15,19,40,4,12,21,2,2,6,6,10,10,4,30
2021-08-30,33100000,"Nemocnice Český Krumlov, a.s.",CZ031,"Jihočeský kraj",35,0,35,3,1,8,2,2,5,,,1,1,1,1,4,4
2021-08-30,34001000,"Nemocnice Jindřichův Hradec, a.s.",CZ031,"Jihočeský kraj",3,73,176,1,1,5,1,0,12,,,2,2,3,3,8,8
2021-08-30,37101000,"Nemocnice Prachatice, a.s.",CZ031,"Jihočeský kraj",33,32,87,4,3,8,3,2,5,,,2,2,2,2,4,4
2021-08-30,38001000,"Nemocnice Strakonice, a.s.",CZ031,"Jihočeský kraj",10,34,144,3,0,3,1,0,5,,,1,1,1,2,0,6
2021-08-30,36101000,"Nemocnice Písek, a.s.",CZ031,"Jihočeský kraj",5,6,160,10,1,20,3,2,10,,,1,1,2,2,4,6
2021-08-30,39001000,"Nemocnice Tábor, a.s.",CZ031,"Jihočeský kraj",10,130,260,2,3,7,1,2,6,,,1,1,1,1,6,6
2021-08-30,44101000,"Fakultní nemocnice Plzeň",CZ032,"Plzeňský kraj",2,237,972,3,6,52,3,5,48,5,5,14,15,43,43,51,51
2021-08-30,43010000,"Sušická nemocnice s.r.o.",CZ032,"Plzeňský kraj",0,15,88,,,,0,4,8,,,,,,,,
2021-08-30,44105000,"Mulačova nemocnice s.r.o.",CZ032,"Plzeňský kraj",10,7,21,4,0,4,2,4,8,,,,,1,1,4,4
2021-08-30,43001000,"Klatovská nemocnice, a.s.",CZ032,"Plzeňský kraj",8,55,153,13,0,13,6,6,19,,,1,1,5,5,6,10
2021-08-30,47101000,"Rokycanská nemocnice, a.s.",CZ032,"Plzeňský kraj",7,0,84,17,2,20,0,4,6,,,,,2,2,2,2
2021-08-30,40001000,"Domažlická nemocnice, a.s.",CZ032,"Plzeňský kraj",0,25,113,0,0,0,0,5,6,,,1,1,3,3,1,4
2021-08-30,45001000,"Stodská nemocnice a.s.",CZ032,"Plzeňský kraj",13,39,86,10,0,10,3,2,10,,,,,1,1,2,2
2021-08-30,44103000,"PRIVAMED a.s., Městská nemocnice Plzeň",CZ032,"Plzeňský kraj",0,0,0,0,0,0,0,0,0,,,,,,,,
2021-08-30,48008000,"NEMOS SOKOLOV s.r.o., Nemocnice Sokolov",CZ041,"Karlovarský kraj",12,36,142,2,5,17,2,4,7,,,2,2,2,2,12,12
2021-08-30,42008000,"KKN a.s., Nemocnice Karlovy Vary",CZ041,"Karlovarský kraj",10,18,155,2,2,15,2,3,28,,,2,4,5,5,4,10
2021-08-30,42041000,"KKN a.s., Nemocnice Cheb",CZ041,"Karlovarský kraj",5,4,102,0,0,3,0,0,8,,,0,1,3,3,3,4
2021-08-30,42010000,"NEMOS PLUS s.r.o., Nemocnice Ostrov",CZ041,"Karlovarský kraj",4,10,19,5,0,5,2,0,2,,,,,0,0,0,0
2021-08-30,55021000,"Nemocnice Litoměřice, a.s.",CZ042,"Ústecký kraj",7,13,73,1,2,3,3,5,18,,,1,1,7,7,6,11
2021-08-30,55039000,"Podřipská nemocnice s pol. Roudnice n. L., s.r.o.",CZ042,"Ústecký kraj",3,7,45,0,3,4,0,3,4,,,0,0,3,3,5,5
2021-08-30,52120000,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj",5,10,69,10,20,30,2,3,5,,,,,1,1,8,8
2021-08-30,59001000,"KZ, a.s., Masarykova nem. Ústí n. L., o.z.",CZ042,"Ústecký kraj",57,35,514,2,2,18,2,9,43,3,3,8,12,21,21,29,29
2021-08-30,51100000,"KZ, a.s., Nemocnice Děčín, o.z.",CZ042,"Ústecký kraj",15,0,25,14,0,17,3,0,6,,,,,1,1,,
2021-08-30,58101000,"KZ, a.s., Nemocnice Teplice, o.z.",CZ042,"Ústecký kraj",0,140,253,0,2,21,0,4,23,,,0,2,5,5,8,12
2021-08-30,57001000,"KZ, a.s., Nemocnice Most, o.z.",CZ042,"Ústecký kraj",0,44,134,0,15,15,0,5,10,,,2,2,3,3,21,21
2021-08-30,52110000,"KZ, a.s., Nemocnice Chomutov, o.z.",CZ042,"Ústecký kraj",0,20,131,29,0,29,0,3,15,,,1,2,3,3,10,10
2021-08-30,58102000,"VITA, s.r.o., Městská nemocnice Duchcov",CZ042,"Ústecký kraj",0,5,21,,,,,,,,,,,1,1,0,1
2021-08-30,51300000,"Lužická nemocnice a poliklinika, a.s.",CZ042,"Ústecký kraj",,,,,,,,,,,,,,,,,
2021-08-30,56007000,"Nemocnice Žatec, o.p.s.",CZ042,"Ústecký kraj",0,20,55,0,9,9,0,3,3,,,,,4,4,0,4
2021-08-30,53201000,"Nemocnice Jablonec nad Nisou, p.o.",CZ051,"Liberecký kraj",0,58,159,0,14,16,0,10,10,,,,,,,,
2021-08-30,67102000,"MMN, a.s., Nemocnice Jilemnice",CZ051,"Liberecký kraj",11,50,121,,,,3,0,3,,,,,1,11,,
2021-08-30,67102000,"MMN, a.s., Nemocnice Semily",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-08-30,50100000,"Nemocnice s poliklinikou Česká Lípa, a.s.",CZ051,"Liberecký kraj",11,0,20,3,0,5,0,3,15,,,1,2,6,6,15,15
2021-08-30,54100000,"Krajská nemocnice Liberec, a.s.",CZ051,"Liberecký kraj",5,130,351,2,0,6,0,5,50,2,2,2,7,6,6,31,31
2021-08-30,67104000,"Krajská nemocnice Liberec, a.s., Nemocnice Turnov",CZ051,"Liberecký kraj",0,26,110,1,0,2,1,0,7,,,1,1,,,0,3
2021-08-30,53286000,"Nemocnice Tanvald, s.r.o.",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-08-30,61004000,"Fakultní nemocnice Hradec Králové",CZ052,"Královéhradecký kraj",2,15,1202,2,2,17,1,9,70,5,7,10,12,23,60,20,30
2021-08-30,69002000,"Městská nemocnice, a.s.",CZ052,"Královéhradecký kraj",0,17,36,0,2,8,0,2,2,,,,,,,,
2021-08-30,64001000,"Oblastní nemocnice Náchod a.s.",CZ052,"Královéhradecký kraj",4,68,203,1,1,25,1,1,20,,,2,3,3,3,7,7
2021-08-30,64001000,"ON Náchod a.s., Nemocnice Rychnov nad Kněžnou",CZ052,"Královéhradecký kraj",6,1,55,6,2,16,1,2,11,,,2,2,3,3,2,4
